term,preferred_label,figures,panels,figure_roles,main_or_supplementary,abc_role,abc_subrole,domain,concept_family,node_level,atlas_layer,analysis_tier,include_primary,dictionary_hit_present,corpus_hit_n,corpus_hit_pct,outcomes_supported,outcome_support_vector,total_outcome_cohit_articles,max_outcome_cohit_articles,dominant_outcome,selection_rules,provenance_notes,cohit_AE.ILD,cohit_progression,cohit_mortality
UIP,UIP,Figure 2;Figure 3;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:A;Figure 3:B;Figure 3:C;Figure 3:B/C;Figure 4:A/B;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,cell top concept node;term-outcome pair;AE-ILD signed wording term;AE-ILD ABC triad component;AE-ILD-only evidence term;AE-ILD bridge network node;AE-ILD bridge network edge endpoint;progression/mortality ABC triad component;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;B bridge term summary;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiographic_or_pathologic_pattern,ILD_pattern,specific,primary_atlas,main,TRUE,TRUE,234,15.67,3,AE-ILD=9; progression=64; mortality=96,169,96,mortality,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD signed-effect terms selected by direction-bearing support and display limits.;Conservative AE-ILD ABC triads from primary disease-state atlas with prespecified support filters.;AE-ILD-only bridge evidence combining ABC, co-mention and signed wording support.;Displayed nodes in AE-ILD bridge atlas.;Displayed edge endpoints in AE-ILD bridge atlas.;Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,9,64,96
NSIP,NSIP,Figure 2;Figure 3;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:A;Figure 3:B;Figure 3:C;Figure 3:B/C;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,cell top concept node;term-outcome pair;AE-ILD signed wording term;AE-ILD ABC triad component;AE-ILD-only evidence term;AE-ILD bridge network node;AE-ILD bridge network edge endpoint;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;B bridge term summary;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiographic_or_pathologic_pattern,ILD_pattern,specific,primary_atlas,main,TRUE,TRUE,126,8.44,3,AE-ILD=5; progression=22; mortality=46,73,46,mortality,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD signed-effect terms selected by direction-bearing support and display limits.;Conservative AE-ILD ABC triads from primary disease-state atlas with prespecified support filters.;AE-ILD-only bridge evidence combining ABC, co-mention and signed wording support.;Displayed nodes in AE-ILD bridge atlas.;Displayed edge endpoints in AE-ILD bridge atlas.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,5,22,46
FVC,FVC,Figure 2;Figure 3;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:A;Figure 3:C;Figure 4:A/B;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,cell top concept node;term-outcome pair;AE-ILD signed wording term;AE-ILD-only evidence term;progression/mortality ABC triad component;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;B bridge term summary;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,B,B_physiology,pulmonary_function,pulmonary_function,specific,primary_atlas,main,TRUE,TRUE,190,12.73,3,AE-ILD=2; progression=68; mortality=75,145,75,mortality,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD signed-effect terms selected by direction-bearing support and display limits.;AE-ILD-only bridge evidence combining ABC, co-mention and signed wording support.;Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,2,68,75
DLCO,DLCO,Figure 2;Figure 3;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:A;Figure 3:C;Figure 4:A/B;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,cell top concept node;term-outcome pair;AE-ILD signed wording term;AE-ILD-only evidence term;progression/mortality ABC triad component;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;B bridge term summary;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,B,B_physiology,pulmonary_function,pulmonary_function,specific,primary_atlas,main,TRUE,TRUE,138,9.24,3,AE-ILD=1; progression=46; mortality=49,96,49,mortality,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD signed-effect terms selected by direction-bearing support and display limits.;AE-ILD-only bridge evidence combining ABC, co-mention and signed wording support.;Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,1,46,49
organizing_pneumonia,organizing pneumonia,Figure 2;Figure 3;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:A;Figure 3:C;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,cell top concept node;term-outcome pair;AE-ILD signed wording term;AE-ILD-only evidence term;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_injury_or_pattern_descriptor,radiographic_or_pathologic_pattern,ILD_pattern,specific,primary_atlas,main,TRUE,TRUE,48,3.22,3,AE-ILD=2; progression=9; mortality=18,29,18,mortality,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD signed-effect terms selected by direction-bearing support and display limits.;AE-ILD-only bridge evidence combining ABC, co-mention and signed wording support.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,2,9,18
honeycombing,honeycombing,Figure 2;Figure 3;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:A;Figure 3:C;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,cell top concept node;term-outcome pair;AE-ILD signed wording term;AE-ILD-only evidence term;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiology_feature,fibrotic_radiology_feature,specific,primary_atlas,main,TRUE,TRUE,53,3.55,3,AE-ILD=2; progression=12; mortality=22,36,22,mortality,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD signed-effect terms selected by direction-bearing support and display limits.;AE-ILD-only bridge evidence combining ABC, co-mention and signed wording support.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,2,12,22
ground_glass,ground glass,Figure 2;Figure 3;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:C;Figure 4:A/B;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,cell top concept node;term-outcome pair;AE-ILD-only evidence term;progression/mortality ABC triad component;shared/outcome-facing bridge summary term;free-layout network node;free-layout network edge endpoint;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiology_feature,radiology_feature,specific,primary_atlas,main,TRUE,TRUE,59,3.95,3,AE-ILD=2; progression=11; mortality=17,30,17,mortality,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD-only bridge evidence combining ABC, co-mention and signed wording support.;Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,2,11,17
DAD,DAD,Figure 2;Figure 3;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:C;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,cell top concept node;term-outcome pair;AE-ILD-only evidence term;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_injury_or_pattern_descriptor,radiographic_or_pathologic_pattern,acute_lung_injury_pattern,specific,primary_atlas,main,TRUE,TRUE,9,0.6,3,AE-ILD=2; progression=1; mortality=4,7,4,mortality,"Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD-only bridge evidence combining ABC, co-mention and signed wording support.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,2,1,4
bronchiectasis,bronchiectasis,Figure 2;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:A/B;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,cell top concept node;term-outcome pair;progression/mortality ABC triad component;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_airway_disease,airway_disease,airway_disease,specific,primary_atlas,main,TRUE,TRUE,50,3.35,3,AE-ILD=1; progression=6; mortality=18,25,18,mortality,Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,1,6,18
GAP_index,GAP index,Figure 2;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,cell top concept node;term-outcome pair;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_severity_index,severity_index,prognostic_index,specific,primary_atlas,main,TRUE,TRUE,5,0.33,2,AE-ILD=0; progression=1; mortality=3,4,3,mortality,Outcome-domain top nodes selected by term-outcome article support within prespecified clinical-domain cells.;Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,3
pulmonary_fibrosis,pulmonary fibrosis,Figure 6,Figure 6:Integrated summary,displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,B,B_ILD_phenotype_or_extent,ILD_phenotype,fibrotic_phenotype,aggregate,sensitivity,sensitivity,FALSE,TRUE,413,27.66,3,AE-ILD=5; progression=105; mortality=118,228,118,mortality,"Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,5,105,118
FVC_decline,FVC decline,Figure 6,Figure 6:Integrated summary,displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,C,C_progression_component,clinical_outcome,functional_decline,specific,primary_atlas,main,TRUE,TRUE,34,2.28,2,AE-ILD=0; progression=21; mortality=18,39,21,progression,"Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,21,18
lung_transplantation,lung transplantation,Figure 6,Figure 6:Integrated summary,displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,C,C_secondary_severe_outcome,clinical_outcome,severe_outcome,specific,sensitivity,sensitivity,FALSE,TRUE,27,1.81,2,AE-ILD=0; progression=12; mortality=24,36,24,mortality,"Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,12,24
ILD_onset_incidence,ILD onset incidence,Figure 6,Figure 6:Integrated summary,displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,C,C_incident_ILD,clinical_outcome,incident_ILD,specific,sensitivity,sensitivity,FALSE,TRUE,65,4.35,2,AE-ILD=0; progression=4; mortality=19,23,19,mortality,"Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,4,19
PPF,Progressive pulmonary fibrosis,Figure 6,Figure 6:Integrated summary,displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,C,C_progression_component,clinical_outcome,progression,specific,primary_atlas,main,TRUE,TRUE,17,1.14,2,AE-ILD=0; progression=17; mortality=6,23,17,progression,"Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,17,6
PF_ILD,Progressive fibrosing ILD,Figure 6,Figure 6:Integrated summary,displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,C,C_progression_component,clinical_outcome,progression,specific,primary_atlas,main,TRUE,TRUE,12,0.8,2,AE-ILD=0; progression=12; mortality=8,20,12,progression,"Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,12,8
acute_respiratory_deterioration,acute respiratory deterioration,Figure 6,Figure 6:Integrated summary,displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,C,C_AE_ILD_synonym_or_component,clinical_outcome,AE_ILD,specific,primary_atlas,main,TRUE,TRUE,3,0.2,2,AE-ILD=1; progression=0; mortality=3,4,3,mortality,"Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,1,0,3
ABCA3,ABCA3,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
AKAP13,AKAP13,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
DEPTOR,DEPTOR,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
DPP9,DPP9,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
DSP,DSP,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
KIF15,KIF15,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
NAF1,NAF1,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
NKX2-1,NKX2‑1,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
POT1,POT1,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
SFTPA1,SFTPA1,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
SFTPA2,SFTPA2,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
SFTPB,SFTPB,Figure 6,Figure 6:Integrated summary,integrated term-outcome evidence,main,A,A_genetic,genetics,genetic_risk,specific,exploratory,exploratory,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
mortality,mortality,Figure 4;Figure 5,Figure 4:A/B;Figure 5:Main,progression/mortality ABC triad component;free-layout network node;free-layout network edge endpoint,main,C,C_primary_worsening_outcome,clinical_outcome,mortality_or_survival,specific,primary_atlas,main,TRUE,TRUE,452,30.27,3,AE-ILD=16; progression=104; mortality=452,572,452,mortality,"Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.","Clinical outcome node; used as target outcome, not interpreted as an upstream signal.",16,104,452
progression,progression,Figure 4;Figure 5,Figure 4:A/B;Figure 5:Main,progression/mortality ABC triad component;free-layout network node;free-layout network edge endpoint,main,C,C_primary_worsening_outcome,clinical_outcome,progression,specific,primary_atlas,main,TRUE,TRUE,272,18.22,3,AE-ILD=3; progression=272; mortality=104,379,272,progression,"Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Biomarker/molecular free-layout network nodes selected from dictionary scope and article-level support metrics.;Biomarker-outcome, biomarker-bridge and bridge-outcome network edge endpoints selected by article-level co-mention thresholds.","Clinical outcome node; used as target outcome, not interpreted as an upstream signal.",3,272,104
pulmonary_hypertension,pulmonary hypertension,Figure 4;Figure 5;Figure 6,Figure 4:A/B;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,progression/mortality ABC triad component;shared/outcome-facing bridge summary term;B bridge term summary;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,B,B_cardiopulmonary_burden,comorbidity_or_complication,severe_pulmonary_complication,specific,primary_atlas,main,TRUE,TRUE,22,1.47,2,AE-ILD=0; progression=5; mortality=12,17,12,mortality,"Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,5,12
DAS28,DAS28,Figure 4;Figure 6,Figure 4:A/B;Figure 4:C;Figure 6:Integrated summary,progression/mortality ABC triad component;shared/outcome-facing bridge term;shared/outcome-facing bridge summary term;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,B,B_bridge_concept,RA_disease_activity,RA_disease_activity,specific,primary_atlas,main,TRUE,TRUE,87,5.83,2,AE-ILD=0; progression=18; mortality=15,33,18,progression,"Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Shared and outcome-facing bridge concepts assigned algorithmically from progression/mortality bridge evidence.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,18,15
small_airway_disease,small airway disease,Figure 4;Figure 5;Figure 6,Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_airway_disease,airway_disease,airway_disease,specific,primary_atlas,main,TRUE,TRUE,32,2.14,2,AE-ILD=0; progression=4; mortality=5,9,5,mortality,Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,4,5
bronchiolitis,bronchiolitis,Figure 4;Figure 5;Figure 6,Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_airway_disease,airway_disease,airway_disease,specific,primary_atlas,main,TRUE,TRUE,17,1.14,2,AE-ILD=0; progression=3; mortality=3,6,3,progression,Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,3,3
follicular_bronchiolitis,follicular bronchiolitis,Figure 4;Figure 5;Figure 6,Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_airway_disease,airway_disease,airway_disease,specific,primary_atlas,main,TRUE,TRUE,8,0.54,2,AE-ILD=0; progression=3; mortality=3,6,3,progression,Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,3,3
adverse_event,adverse event,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,C,C_treatment_safety_context,treatment_safety_context,safety_outcome,specific,treatment_context,treatment_context,FALSE,TRUE,63,4.22,2,AE-ILD=0; progression=20; mortality=18,38,20,progression,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,20,18
